Metric,Value
CV ROC AUC,0.9328569846271236
Test ROC AUC,0.9268240476311178
Mean Abs Error,0.1524766981601715
PR AUC,0.6238838391488241
LC 88 Train ROC AUC,0.5
LC 88 Val ROC AUC,0.5
LC 286 Train ROC AUC,0.966574458275703
LC 286 Val ROC AUC,0.912371177407643
LC 484 Train ROC AUC,0.9740606460118656
LC 484 Val ROC AUC,0.9184703976482271
LC 682 Train ROC AUC,0.979618615906341
LC 682 Val ROC AUC,0.9176543063444942
LC 880 Train ROC AUC,0.9825798087830172
LC 880 Val ROC AUC,0.9172450648046485
