Metric,Value
CV ROC AUC,0.9319104742537101
Test ROC AUC,0.934315696976866
Mean Abs Error,0.13105295340940787
PR AUC,0.6758955988817364
LC 88 Train ROC AUC,1.0
LC 88 Val ROC AUC,0.9059876774832842
LC 286 Train ROC AUC,1.0
LC 286 Val ROC AUC,0.8813320955646236
LC 484 Train ROC AUC,1.0
LC 484 Val ROC AUC,0.9107237677318578
LC 682 Train ROC AUC,1.0
LC 682 Val ROC AUC,0.9202701005440724
LC 880 Train ROC AUC,0.9999898719818507
LC 880 Val ROC AUC,0.907434863905744
