Metric,Value
CV ROC AUC,0.9340445715323167
Test ROC AUC,0.9376148897058822
Mean Abs Error,0.183365103658565
PR AUC,0.7249657972631879
Best Iteration,12.0
LC 24 Train ROC AUC,0.5
LC 24 Val ROC AUC,0.5
LC 78 Train ROC AUC,0.5
LC 78 Val ROC AUC,0.5
LC 132 Train ROC AUC,0.9997767857142856
LC 132 Val ROC AUC,0.901444428346051
LC 186 Train ROC AUC,1.0
LC 186 Val ROC AUC,0.9167480977065156
LC 240 Train ROC AUC,1.0
LC 240 Val ROC AUC,0.8880394303315196
