season,round,url,raceName,date,time,Circuit.circuitId,Circuit.url,Circuit.circuitName,Circuit.Location.lat,Circuit.Location.long,Circuit.Location.locality,Circuit.Location.country,FirstPractice.date,FirstPractice.time,SecondPractice.date,SecondPractice.time,ThirdPractice.date,ThirdPractice.time,Qualifying.date,Qualifying.time,Sprint.date,Sprint.time,source,SprintShootout.date,SprintShootout.time,SprintQualifying.date,SprintQualifying.time
2022,21,https://en.wikipedia.org/wiki/2022_São_Paulo_Grand_Prix,São Paulo Grand Prix,2022-11-13,18:00:00Z,interlagos,https://en.wikipedia.org/wiki/Interlagos_Circuit,Autódromo José Carlos Pace,-23.7036,-46.6997,São Paulo,Brazil,2022-11-11,15:30:00Z,2022-11-12,15:30:00Z,,,2022-11-11,19:00:00Z,2022-11-12,19:30:00Z,races,,,,
2022,22,https://en.wikipedia.org/wiki/2022_Abu_Dhabi_Grand_Prix,Abu Dhabi Grand Prix,2022-11-20,13:00:00Z,yas_marina,https://en.wikipedia.org/wiki/Yas_Marina_Circuit,Yas Marina Circuit,24.4672,54.6031,Abu Dhabi,UAE,2022-11-18,10:00:00Z,2022-11-18,13:00:00Z,2022-11-19,11:00:00Z,2022-11-19,14:00:00Z,,,races,,,,
2023,1,https://en.wikipedia.org/wiki/2023_Bahrain_Grand_Prix,Bahrain Grand Prix,2023-03-05,15:00:00Z,bahrain,https://en.wikipedia.org/wiki/Bahrain_International_Circuit,Bahrain International Circuit,26.0325,50.5106,Sakhir,Bahrain,2023-03-03,11:30:00Z,2023-03-03,15:00:00Z,2023-03-04,11:30:00Z,2023-03-04,15:00:00Z,,,races,,,,
2023,2,https://en.wikipedia.org/wiki/2023_Saudi_Arabian_Grand_Prix,Saudi Arabian Grand Prix,2023-03-19,17:00:00Z,jeddah,https://en.wikipedia.org/wiki/Jeddah_Corniche_Circuit,Jeddah Corniche Circuit,21.6319,39.1044,Jeddah,Saudi Arabia,2023-03-17,13:30:00Z,2023-03-17,17:00:00Z,2023-03-18,13:30:00Z,2023-03-18,17:00:00Z,,,races,,,,
2023,3,https://en.wikipedia.org/wiki/2023_Australian_Grand_Prix,Australian Grand Prix,2023-04-02,05:00:00Z,albert_park,https://en.wikipedia.org/wiki/Albert_Park_Circuit,Albert Park Grand Prix Circuit,-37.8497,144.968,Melbourne,Australia,2023-03-31,01:30:00Z,2023-03-31,05:00:00Z,2023-04-01,01:30:00Z,2023-04-01,05:00:00Z,,,races,,,,
2023,4,https://en.wikipedia.org/wiki/2023_Azerbaijan_Grand_Prix,Azerbaijan Grand Prix,2023-04-30,11:00:00Z,baku,https://en.wikipedia.org/wiki/Baku_City_Circuit,Baku City Circuit,40.3725,49.8533,Baku,Azerbaijan,2023-04-28,09:30:00Z,,,,,2023-04-28,13:00:00Z,2023-04-29,13:30:00Z,races,2023-04-29,09:30:00Z,,
2023,5,https://en.wikipedia.org/wiki/2023_Miami_Grand_Prix,Miami Grand Prix,2023-05-07,19:30:00Z,miami,https://en.wikipedia.org/wiki/Miami_International_Autodrome,Miami International Autodrome,25.9581,-80.2389,Miami,USA,2023-05-05,18:00:00Z,2023-05-05,21:30:00Z,2023-05-06,16:30:00Z,2023-05-06,20:00:00Z,,,races,,,,
2023,6,https://en.wikipedia.org/wiki/2023_Monaco_Grand_Prix,Monaco Grand Prix,2023-05-28,13:00:00Z,monaco,https://en.wikipedia.org/wiki/Circuit_de_Monaco,Circuit de Monaco,43.7347,7.42056,Monte-Carlo,Monaco,2023-05-26,11:30:00Z,2023-05-26,15:00:00Z,2023-05-27,10:30:00Z,2023-05-27,14:00:00Z,,,races,,,,
2023,7,https://en.wikipedia.org/wiki/2023_Spanish_Grand_Prix,Spanish Grand Prix,2023-06-04,13:00:00Z,catalunya,https://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,Circuit de Barcelona-Catalunya,41.57,2.26111,Montmeló,Spain,2023-06-02,11:30:00Z,2023-06-02,15:00:00Z,2023-06-03,10:30:00Z,2023-06-03,14:00:00Z,,,races,,,,
2023,8,https://en.wikipedia.org/wiki/2023_Canadian_Grand_Prix,Canadian Grand Prix,2023-06-18,18:00:00Z,villeneuve,https://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,2023-06-16,17:30:00Z,2023-06-16,21:00:00Z,2023-06-17,16:30:00Z,2023-06-17,20:00:00Z,,,races,,,,
2023,9,https://en.wikipedia.org/wiki/2023_Austrian_Grand_Prix,Austrian Grand Prix,2023-07-02,13:00:00Z,red_bull_ring,https://en.wikipedia.org/wiki/Red_Bull_Ring,Red Bull Ring,47.2197,14.7647,Spielberg,Austria,2023-06-30,11:30:00Z,,,,,2023-06-30,15:00:00Z,2023-07-01,14:30:00Z,races,2023-07-01,10:30:00Z,,
2023,10,https://en.wikipedia.org/wiki/2023_British_Grand_Prix,British Grand Prix,2023-07-09,14:00:00Z,silverstone,https://en.wikipedia.org/wiki/Silverstone_Circuit,Silverstone Circuit,52.0786,-1.01694,Silverstone,UK,2023-07-07,11:30:00Z,2023-07-07,15:00:00Z,2023-07-08,10:30:00Z,2023-07-08,14:00:00Z,,,races,,,,
2023,11,https://en.wikipedia.org/wiki/2023_Hungarian_Grand_Prix,Hungarian Grand Prix,2023-07-23,13:00:00Z,hungaroring,https://en.wikipedia.org/wiki/Hungaroring,Hungaroring,47.5789,19.2486,Budapest,Hungary,2023-07-21,11:30:00Z,2023-07-21,15:00:00Z,2023-07-22,10:30:00Z,2023-07-22,14:00:00Z,,,races,,,,
2023,12,https://en.wikipedia.org/wiki/2023_Belgian_Grand_Prix,Belgian Grand Prix,2023-07-30,13:00:00Z,spa,https://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Circuit de Spa-Francorchamps,50.4372,5.97139,Spa,Belgium,2023-07-28,11:30:00Z,,,,,2023-07-28,15:00:00Z,2023-07-29,14:30:00Z,races,2023-07-29,10:30:00Z,,
2023,13,https://en.wikipedia.org/wiki/2023_Dutch_Grand_Prix,Dutch Grand Prix,2023-08-27,13:00:00Z,zandvoort,https://en.wikipedia.org/wiki/Circuit_Zandvoort,Circuit Park Zandvoort,52.3888,4.54092,Zandvoort,Netherlands,2023-08-25,10:30:00Z,2023-08-25,14:00:00Z,2023-08-26,09:30:00Z,2023-08-26,13:00:00Z,,,races,,,,
2023,14,https://en.wikipedia.org/wiki/2023_Italian_Grand_Prix,Italian Grand Prix,2023-09-03,13:00:00Z,monza,https://en.wikipedia.org/wiki/Monza_Circuit,Autodromo Nazionale di Monza,45.6156,9.28111,Monza,Italy,2023-09-01,11:30:00Z,2023-09-01,15:00:00Z,2023-09-02,10:30:00Z,2023-09-02,14:00:00Z,,,races,,,,
2023,15,https://en.wikipedia.org/wiki/2023_Singapore_Grand_Prix,Singapore Grand Prix,2023-09-17,12:00:00Z,marina_bay,https://en.wikipedia.org/wiki/Marina_Bay_Street_Circuit,Marina Bay Street Circuit,1.2914,103.864,Marina Bay,Singapore,2023-09-15,09:30:00Z,2023-09-15,13:00:00Z,2023-09-16,09:30:00Z,2023-09-16,13:00:00Z,,,races,,,,
2023,16,https://en.wikipedia.org/wiki/2023_Japanese_Grand_Prix,Japanese Grand Prix,2023-09-24,05:00:00Z,suzuka,https://en.wikipedia.org/wiki/Suzuka_International_Racing_Course,Suzuka Circuit,34.8431,136.541,Suzuka,Japan,2023-09-22,02:30:00Z,2023-09-22,06:00:00Z,2023-09-23,02:30:00Z,2023-09-23,06:00:00Z,,,races,,,,
2023,17,https://en.wikipedia.org/wiki/2023_Qatar_Grand_Prix,Qatar Grand Prix,2023-10-08,17:00:00Z,losail,https://en.wikipedia.org/wiki/Lusail_International_Circuit,Losail International Circuit,25.49,51.4542,Al Daayen,Qatar,2023-10-06,13:30:00Z,,,,,2023-10-06,17:00:00Z,2023-10-07,17:30:00Z,races,2023-10-07,13:00:00Z,,
2023,18,https://en.wikipedia.org/wiki/2023_United_States_Grand_Prix,United States Grand Prix,2023-10-22,19:00:00Z,americas,https://en.wikipedia.org/wiki/Circuit_of_the_Americas,Circuit of the Americas,30.1328,-97.6411,Austin,USA,2023-10-20,17:30:00Z,,,,,2023-10-20,21:00:00Z,2023-10-21,22:00:00Z,races,2023-10-21,18:00:00Z,,
2023,19,https://en.wikipedia.org/wiki/2023_Mexico_City_Grand_Prix,Mexico City Grand Prix,2023-10-29,20:00:00Z,rodriguez,https://en.wikipedia.org/wiki/Aut%C3%B3dromo_Hermanos_Rodr%C3%ADguez,Autódromo Hermanos Rodríguez,19.4042,-99.0907,Mexico City,Mexico,2023-10-27,18:30:00Z,2023-10-27,22:00:00Z,2023-10-28,17:30:00Z,2023-10-28,21:00:00Z,,,races,,,,
2023,20,https://en.wikipedia.org/wiki/2023_S%C3%A3o_Paulo_Grand_Prix,São Paulo Grand Prix,2023-11-05,17:00:00Z,interlagos,https://en.wikipedia.org/wiki/Interlagos_Circuit,Autódromo José Carlos Pace,-23.7036,-46.6997,São Paulo,Brazil,2023-11-03,14:30:00Z,,,,,2023-11-03,18:00:00Z,2023-11-04,18:30:00Z,races,2023-11-04,14:30:00Z,,
2023,21,https://en.wikipedia.org/wiki/2023_Las_Vegas_Grand_Prix,Las Vegas Grand Prix,2023-11-19,06:00:00Z,vegas,https://en.wikipedia.org/wiki/Las_Vegas_Grand_Prix#Circuit,Las Vegas Strip Street Circuit,36.1147,-115.173,Las Vegas,USA,2023-11-16,04:30:00Z,2023-11-16,08:00:00Z,2023-11-17,04:30:00Z,2023-11-17,08:00:00Z,,,races,,,,
2023,22,https://en.wikipedia.org/wiki/2023_Abu_Dhabi_Grand_Prix,Abu Dhabi Grand Prix,2023-11-26,13:00:00Z,yas_marina,https://en.wikipedia.org/wiki/Yas_Marina_Circuit,Yas Marina Circuit,24.4672,54.6031,Abu Dhabi,UAE,2023-11-24,09:30:00Z,2023-11-24,13:00:00Z,2023-11-25,10:30:00Z,2023-11-25,14:00:00Z,,,races,,,,
2024,1,https://en.wikipedia.org/wiki/2024_Bahrain_Grand_Prix,Bahrain Grand Prix,2024-03-02,15:00:00Z,bahrain,https://en.wikipedia.org/wiki/Bahrain_International_Circuit,Bahrain International Circuit,26.0325,50.5106,Sakhir,Bahrain,2024-02-29,11:30:00Z,2024-02-29,15:00:00Z,2024-03-01,12:30:00Z,2024-03-01,16:00:00Z,,,races,,,,
2024,2,https://en.wikipedia.org/wiki/2024_Saudi_Arabian_Grand_Prix,Saudi Arabian Grand Prix,2024-03-09,17:00:00Z,jeddah,https://en.wikipedia.org/wiki/Jeddah_Corniche_Circuit,Jeddah Corniche Circuit,21.6319,39.1044,Jeddah,Saudi Arabia,2024-03-07,13:30:00Z,2024-03-07,17:00:00Z,2024-03-08,13:30:00Z,2024-03-08,17:00:00Z,,,races,,,,
2024,3,https://en.wikipedia.org/wiki/2024_Australian_Grand_Prix,Australian Grand Prix,2024-03-24,04:00:00Z,albert_park,https://en.wikipedia.org/wiki/Albert_Park_Circuit,Albert Park Grand Prix Circuit,-37.8497,144.968,Melbourne,Australia,2024-03-22,01:30:00Z,2024-03-22,05:00:00Z,2024-03-23,01:30:00Z,2024-03-23,05:00:00Z,,,races,,,,
2024,4,https://en.wikipedia.org/wiki/2024_Japanese_Grand_Prix,Japanese Grand Prix,2024-04-07,05:00:00Z,suzuka,https://en.wikipedia.org/wiki/Suzuka_International_Racing_Course,Suzuka Circuit,34.8431,136.541,Suzuka,Japan,2024-04-05,02:30:00Z,2024-04-05,06:00:00Z,2024-04-06,02:30:00Z,2024-04-06,06:00:00Z,,,races,,,,
2024,5,https://en.wikipedia.org/wiki/2024_Chinese_Grand_Prix,Chinese Grand Prix,2024-04-21,07:00:00Z,shanghai,https://en.wikipedia.org/wiki/Shanghai_International_Circuit,Shanghai International Circuit,31.3389,121.22,Shanghai,China,2024-04-19,03:30:00Z,,,,,2024-04-20,07:00:00Z,2024-04-20,03:00:00Z,races,,,2024-04-19,07:30:00Z
2024,6,https://en.wikipedia.org/wiki/2024_Miami_Grand_Prix,Miami Grand Prix,2024-05-05,20:00:00Z,miami,https://en.wikipedia.org/wiki/Miami_International_Autodrome,Miami International Autodrome,25.9581,-80.2389,Miami,USA,2024-05-03,16:30:00Z,,,,,2024-05-04,20:00:00Z,2024-05-04,16:00:00Z,races,,,2024-05-03,20:30:00Z
2024,7,https://en.wikipedia.org/wiki/2024_Emilia_Romagna_Grand_Prix,Emilia Romagna Grand Prix,2024-05-19,13:00:00Z,imola,https://en.wikipedia.org/wiki/Imola_Circuit,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Imola,Italy,2024-05-17,11:30:00Z,2024-05-17,15:00:00Z,2024-05-18,10:30:00Z,2024-05-18,14:00:00Z,,,races,,,,
2024,8,https://en.wikipedia.org/wiki/2024_Monaco_Grand_Prix,Monaco Grand Prix,2024-05-26,13:00:00Z,monaco,https://en.wikipedia.org/wiki/Circuit_de_Monaco,Circuit de Monaco,43.7347,7.42056,Monte-Carlo,Monaco,2024-05-24,11:30:00Z,2024-05-24,15:00:00Z,2024-05-25,10:30:00Z,2024-05-25,14:00:00Z,,,races,,,,
2024,9,https://en.wikipedia.org/wiki/2024_Canadian_Grand_Prix,Canadian Grand Prix,2024-06-09,18:00:00Z,villeneuve,https://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,2024-06-07,17:30:00Z,2024-06-07,21:00:00Z,2024-06-08,16:30:00Z,2024-06-08,20:00:00Z,,,races,,,,
2024,10,https://en.wikipedia.org/wiki/2024_Spanish_Grand_Prix,Spanish Grand Prix,2024-06-23,13:00:00Z,catalunya,https://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,Circuit de Barcelona-Catalunya,41.57,2.26111,Montmeló,Spain,2024-06-21,11:30:00Z,2024-06-21,15:00:00Z,2024-06-22,10:30:00Z,2024-06-22,14:00:00Z,,,races,,,,
2024,11,https://en.wikipedia.org/wiki/2024_Austrian_Grand_Prix,Austrian Grand Prix,2024-06-30,13:00:00Z,red_bull_ring,https://en.wikipedia.org/wiki/Red_Bull_Ring,Red Bull Ring,47.2197,14.7647,Spielberg,Austria,2024-06-28,10:30:00Z,,,,,2024-06-29,14:00:00Z,2024-06-29,10:00:00Z,races,,,2024-06-28,14:30:00Z
2024,12,https://en.wikipedia.org/wiki/2024_British_Grand_Prix,British Grand Prix,2024-07-07,14:00:00Z,silverstone,https://en.wikipedia.org/wiki/Silverstone_Circuit,Silverstone Circuit,52.0786,-1.01694,Silverstone,UK,2024-07-05,11:30:00Z,2024-07-05,15:00:00Z,2024-07-06,10:30:00Z,2024-07-06,14:00:00Z,,,races,,,,
